rank,wordform,count,per_million
966,леуарса,604,92.0
967,абзиа,602,91.7
968,аслан,602,91.7
969,шьабаҭ,602,91.7
970,рзыҳәан,601,91.5
971,ҟалон,601,91.5
972,аҩымҭа,600,91.4
973,иҭан,600,91.4
974,иааиуаз,599,91.2
975,ателефон,598,91.1
976,хада,598,91.1
977,ауаатәыҩса,598,91.1
978,аблақәа,597,90.9
979,иамаз,597,90.9
980,аҭӡамц,597,90.9
981,аанда,597,90.9
982,амаӡам,596,90.8
983,аашьҭыхны,596,90.8
984,азал,595,90.6
985,ҳаԥсадгьыл,595,90.6
986,алакә,594,90.4
987,бааԥс,594,90.4
988,агьама,593,90.3
989,агара,593,90.3
990,ашәҭ,593,90.3
991,бзиақәа,593,90.3
992,ахантәаҩы,592,90.1
993,рашьыҭ,591,90.0
994,ирҳәоз,590,89.8
995,ахала,590,89.8
996,игәра,590,89.8
997,аҟәаҟа,588,89.5
998,агәыԥ,587,89.4
999,азныказ,586,89.2
1000,шамахамзар,585,89.1
1001,мышкызны,584,88.9
1002,аҳкәажә,584,88.9
1003,цәгьала,584,88.9
1004,иҭахаз,584,88.9
1005,иалан,584,88.9
1006,ҩынтә,584,88.9
1007,иреиӷьу,583,88.8
1008,абахҭа,583,88.8
1009,ишьҭахьҟа,583,88.8
1010,иаауеит,582,88.6
1011,гәакьа,581,88.5
1012,аӡӷабцәа,580,88.3
1013,абзагә,579,88.2
1014,агәаҟра,579,88.2
1015,знапы,579,88.2
1016,абгахәыҷы,579,88.2
1017,сыҩны,578,88.0
1018,аӡәырҩы,578,88.0
1019,арыжәтә,577,87.9
1020,иџьыба,577,87.9
1021,итәы,577,87.9
1022,аилкаара,576,87.7
1023,ииашоуп,576,87.7
1024,қырҭтәыла,576,87.7
1025,иуҳәо,575,87.6
1026,аҳәеит,575,87.6
1027,иаби,575,87.6
1028,ихәы,575,87.6
1029,иакәым,573,87.3
1030,убриаҟара,573,87.3
1031,ачаи,573,87.3
1032,даҽакгьы,573,87.3
1033,иҭаацәа,573,87.3
1034,ҳамоуп,572,87.1
1035,уаҵәтәи,571,86.9
1036,даауеит,571,86.9
1037,амахә,571,86.9
1038,ишнеиуаз,571,86.9
1039,лашьа,570,86.8
1040,ииҳәоз,570,86.8
1041,беслан,570,86.8
1042,ақырҭқәа,568,86.5
1043,уаала,568,86.5
1044,ҳәаны,568,86.5
1045,аҩсҭаа,568,86.5
1046,исҭаху,568,86.5
1047,ага,568,86.5
1048,икны,567,86.3
1049,схәыҷра,567,86.3
1050,ауми,567,86.3
1051,мардасоу,567,86.3
1052,хьыбла,566,86.2
1053,аӡәаӡәала,565,86.0
1054,абаа,564,85.9
1055,ԥхыӡ,564,85.9
1056,аԥснытәи,563,85.7
1057,илҳәаз,562,85.6
1058,даанхеит,562,85.6
1059,афырхаҵа,562,85.6
1060,аҭауад,561,85.4
1061,асаркьа,560,85.3
1062,рацәан,560,85.3
1063,хаҵак,560,85.3
1064,беи,560,85.3
1065,дыԥсит,559,85.1
1066,никәа,559,85.1
1067,дшәаны,558,85.0
1068,имамызт,557,84.8
1069,ахан,556,84.7
1070,ҳабацәа,554,84.4
1071,аҵәца,554,84.4
1072,рхыԥхьаӡара,554,84.4
1073,ҳадгьыл,553,84.2
1074,инеит,551,83.9
1075,иалагоит,551,83.9
1076,иҟалозар,551,83.9
1077,аман,550,83.7
1078,ахәыцра,550,83.7
1079,иамоуп,550,83.7
1080,алҩа,549,83.6
1081,сашьцәа,548,83.4
1082,арыцҳара,548,83.4
1083,саби,548,83.4
1084,ахәра,548,83.4
1085,даннеи,547,83.3
1086,аҽа,546,83.1
1087,иуан,546,83.1
1088,зынгьы,546,83.1
1089,ана-ара,545,83.0
1090,сыҟам,545,83.0
1091,иаша,545,83.0
1092,базала,545,83.0
1093,мчы,544,82.8
1094,рыманы,544,82.8
1095,ирыман,544,82.8
1096,даур,544,82.8
1097,ихшыҩ,543,82.7
1098,иаанхеит,543,82.7
1099,ааԥынра,543,82.7
1100,арҵаҩы,543,82.7
1101,руаӡәк,541,82.4
1102,аҭахуп,541,82.4
1103,дгыланы,539,82.1
1104,амашьынақәа,539,82.1
1105,ишьҭан,539,82.1
1106,иашҭа,539,82.1
1107,ишәақь,539,82.1
1108,макьаназы,539,82.1
1109,амилаҭ,539,82.1
1110,гәдоуҭа,538,81.9
1111,аибашьцәа,538,81.9
1112,аиашазы,537,81.8
1113,ҳауп,537,81.8
1114,дгәырӷьаҵәа,537,81.8
1115,нырцә,536,81.6
1116,агәылацәа,536,81.6
1117,ран,536,81.6
1118,абаҟоу,536,81.6
1119,бареи,535,81.5
1120,лад,534,81.3
1121,аҟәардә,534,81.3
1122,адамыр,534,81.3
1123,саҳәшьа,534,81.3
1124,ҳаԥхьа,533,81.2
1125,закә,533,81.2
1126,ҵуеит,532,81.0
1127,рашь,532,81.0
1128,избо,531,80.9
1129,атәым,531,80.9
1130,ахәда,531,80.9
1131,иахҟьаны,531,80.9
1132,шаҟантә,530,80.7
1133,ирацәоуп,530,80.7
1134,анхара,530,80.7
1135,днатәеит,530,80.7
1136,алаф,529,80.6
1137,ианыз,529,80.6
1138,аҭыԥқәа,529,80.6
1139,иҳәит,529,80.6
1140,дыҟазар,528,80.4
1141,ахысра,528,80.4
1142,лылаԥш,527,80.2
1143,аҭра,526,80.1
1144,цоит,526,80.1
1145,раҟара,524,79.8
1146,ишьҭахь,524,79.8
1147,аԥхын,524,79.8
1148,зыгәра,523,79.6
1149,иахьцалак,523,79.6
1150,афҩы,522,79.5
1151,згоит,522,79.5
1152,еиҳа-еиҳа,522,79.5
1153,ҩны,521,79.3
1154,рыҩны,520,79.2
1155,дааин,520,79.2
1156,ишьҭаз,520,79.2
1157,борис,520,79.2
1158,платон,520,79.2
1159,умшәан,519,79.0
1160,шәааи,519,79.0
1161,инхоз,519,79.0
1162,здыруа,518,78.9
1163,ҟарҵеит,518,78.9
1164,ақыҭан,518,78.9
1165,ажьгьери,518,78.9
1166,ахыбра,517,78.7
1167,рышҟа,517,78.7
1168,дырмит,517,78.7
1169,ҿаалҭит,516,78.6
1170,кавказ,516,78.6
1171,ҭыԥк,516,78.6
1172,аагеит,515,78.4
1173,илақәа,515,78.4
1174,закәу,514,78.3
1175,рҿаԥхьа,514,78.3
1176,сыла,514,78.3
1177,рыблақәа,513,78.1
1178,ахәшә,513,78.1
1179,ҳҿы,512,78.0
1180,акала,512,78.0
1181,ҷыдала,512,78.0
1182,убасҵәҟьа,512,78.0
1183,аҵакы,512,78.0
1184,асида,512,78.0
1185,ана,511,77.8
1186,инхо,511,77.8
1187,усура,511,77.8
1188,агәырӷьара,511,77.8
1189,дцәажәон,510,77.7
1190,адиректор,510,77.7
1191,аниҳәа,510,77.7
1192,иҭахуп,510,77.7
1193,иалаз,509,77.5
1194,ҳзы,509,77.5
1195,иҭахымызт,509,77.5
1196,аштаб,508,77.4
1197,иԥсадгьыл,508,77.4
1198,ашәахәа,507,77.2
1199,схаҭа,507,77.2
1200,иааины,506,77.0
1201,игон,506,77.0
1202,есма,506,77.0
1203,аҳра,506,77.0
1204,ассир,506,77.0
1205,ҳаҷкәынцәа,506,77.0
1206,усоуп,506,77.0
1207,аԥсаатә,506,77.0
1208,иану,506,77.0
1209,доусы,505,76.9
1210,аполковник,505,76.9
1211,азныказы,504,76.7
1212,ԥыҭҩык,504,76.7
1213,ишьҭоуп,503,76.6
1214,улаԥш,503,76.6
1215,ацәқәырԥақәа,503,76.6
1216,ацгәы,503,76.6
1217,аԥсыӡ,502,76.4
1218,чақырџьалы,502,76.4
1219,гәыбӷан,500,76.1
1220,наиргеит,500,76.1
1221,сани,499,76.0
1222,бызшәала,498,75.8
1223,аԥхьатәи,498,75.8
1224,ииҭахыз,498,75.8
1225,ахьаа,498,75.8
1226,еиҳау,497,75.7
1227,аӷацәа,496,75.5
1228,аҳәынҭқарратә,496,75.5
1229,акакала,495,75.4
1230,ишьапқәа,495,75.4
1231,аҭаацәара,494,75.2
1232,ишьа,494,75.2
1233,ҭемыр,494,75.2
1234,иқәгылаз,493,75.1
1235,сгылан,492,74.9
1236,стефа,492,74.9
1237,сышьҭахьҟа,491,74.8
1238,ирымоу,491,74.8
1239,исымоу,491,74.8
1240,абыржәыҵәҟьа,491,74.8
1241,жәларык,489,74.5
1242,амаӡаныҟәгаҩ,489,74.5
1243,абысҭа,488,74.3
1244,цәгьоуп,488,74.3
1245,аҭыԥҳа,488,74.3
1246,уҿы,486,74.0
1247,аҳаԥы,486,74.0
1248,иахьанӡа,484,73.7
1249,лхала,484,73.7
1250,еибашьра,483,73.5
1251,аҵаа,482,73.4
1252,иқьышә,482,73.4
1253,абаҳча,481,73.2
1254,аҩнқәа,481,73.2
1255,ла,481,73.2
1256,ахьыҟаз,481,73.2
1257,дааҭгылеит,480,73.1
1258,ақыҭақәа,480,73.1
1259,иаауан,480,73.1
1260,азакәан,480,73.1
1261,ақыҭаҿы,479,72.9
1262,сахь,479,72.9
1263,абасала,478,72.8
1264,исымоуп,477,72.6
1265,иқәыз,476,72.5
1266,апап,476,72.5
1267,зеиԥшроу,475,72.3
1268,ахьча,475,72.3
1269,ҿыцқәа,475,72.3
1270,сымаӡам,475,72.3
1271,ԥыҭраамҭак,474,72.2
1272,иҿааихеит,474,72.2
1273,аеҵәа,474,72.2
1274,ирымоуп,474,72.2
1275,аҵыхәала,474,72.2
1276,дтәоуп,474,72.2
1277,рҟынӡа,474,72.2
1278,ҭарсхан,474,72.2
1279,изакә,473,72.0
1280,дхәыцуан,473,72.0
1281,гәыкала,473,72.0
1282,ажәларқәа,473,72.0
1283,дууп,472,71.9
1284,анзор,472,71.9
1285,иаҿыз,471,71.7
1286,ахаҿы,471,71.7
1287,аинститут,470,71.6
1288,издыруамызт,470,71.6
1289,амаҵурҭа,470,71.6
1290,џьарак,470,71.6
1291,дааиуеит,470,71.6
1292,абжьааԥны,469,71.4
1293,аԥҭақәа,469,71.4
1294,шьаҿак,469,71.4
1295,акызаҵәык,469,71.4
1296,рыбла,469,71.4
1297,ӡәыр,469,71.4
1298,ашәақь,469,71.4
1299,аҵәа,468,71.3
1300,асаби,468,71.3
1301,иазгәеиҭеит,468,71.3
1302,хәымса,468,71.3
1303,усуп,467,71.1
1304,убраҟа,467,71.1
1305,убла,466,71.0
1306,игоит,466,71.0
1307,анагӡара,466,71.0
1308,џьушьома,465,70.8
1309,лаԥхьа,464,70.7
1310,ааныжьны,464,70.7
1311,абааԥс,464,70.7
1312,ижәлар,464,70.7
1313,узҿу,463,70.5
1314,ахаҳәқәа,463,70.5
1315,ԥсҭазаара,462,70.3
1316,анеира,462,70.3
1317,адунеиаҿ,462,70.3
1318,ԥаса,461,70.2
1319,аидара,461,70.2
1320,раб,461,70.2
1321,егьыҟам,460,70.0
1322,иаанагоз,460,70.0
1323,аҟәатәи,460,70.0
1324,иаҩызоуп,459,69.9
1325,сшьапы,459,69.9
1326,аиҵбы,458,69.7
1327,иҩныҟа,458,69.7
1328,иахьабалак,457,69.6
1329,аџь,457,69.6
1330,ҳамам,456,69.4
1331,џьым,456,69.4
1332,рыӡбахә,455,69.3
1333,сҿынасхеит,455,69.3
1334,бхы,455,69.3
1335,апартиа,454,69.1
1336,нап,454,69.1
1337,дыҩны,454,69.1
1338,саауеит,454,69.1
1339,аԥшәмацәа,454,69.1
1340,ссир,453,69.0
1341,школ,453,69.0
1342,избеит,452,68.8
1343,иҩызцәеи,452,68.8
1344,иуҭаху,451,68.7
1345,сыԥсҭазаара,451,68.7
1346,леон,450,68.5
1347,ииашаны,450,68.5
1348,ԥхыӡла,449,68.4
1349,раҵкыс,448,68.2
1350,кәыдры,448,68.2
1351,мызкы,448,68.2
1352,иуҳәаз,448,68.2
1353,амаӡа,447,68.1
1354,иқәуп,447,68.1
1355,ҳасан,447,68.1
1356,хәыҷы-хәыҷла,446,67.9
1357,иҳамоу,446,67.9
1358,аганахьала,446,67.9
1359,иԥшәма,446,67.9
1360,рылаԥш,445,67.8
1361,икын,445,67.8
1362,рыгәқәа,445,67.8
1363,иануп,444,67.6
1364,дааччеит,444,67.6
1365,аҿынӡа,444,67.6
1366,ҳәоуп,444,67.6
1367,ақәыџьма,444,67.6
1368,ауааԥсыра,444,67.6
1369,џьа,444,67.6
1370,баҭаҟәа,444,67.6
1371,аҿҳәара,443,67.5
1372,ҳамҭак,443,67.5
1373,иқәын,443,67.5
1374,абга,442,67.3
1375,инапала,442,67.3
1376,агәхьаа,442,67.3
1377,дааиуан,441,67.2
1378,аԥшаҳәа,441,67.2
1379,манча,441,67.2
1380,ракәым,440,67.0
1381,лнапқәа,440,67.0
1382,заҳаз,440,67.0
1383,иаԥхьаҟа,440,67.0
1384,идәықәлеит,440,67.0
1385,абызшәа,439,66.8
1386,амчра,439,66.8
1387,хәлаанӡа,439,66.8
1388,абриаҟара,439,66.8
1389,сгәаҵа,438,66.7
1390,иикыз,438,66.7
1391,зҳәо,438,66.7
1392,бериа,438,66.7
1393,ҭоуп,437,66.5
1394,гылан,437,66.5
1395,иаҭахузеи,437,66.5
1396,ҳцоит,437,66.5
1397,акрыфара,437,66.5
1398,дшыҟоу,437,66.5
1399,абахә,437,66.5
1400,снеины,437,66.5
1401,ҷкәынак,437,66.5
1402,амҵан,436,66.4
1403,амамызт,436,66.4
1404,аԥшӡара,436,66.4
1405,ашьжьымҭан,436,66.4
1406,ҳқыҭа,435,66.2
1407,схәыцрақәа,435,66.2
1408,еилкааны,435,66.2
1409,усҵәҟьа,434,66.1
1410,сеиԥш,433,65.9
1411,цон,433,65.9
1412,ашьҭыбжь,433,65.9
1413,асалам,432,65.8
1414,уҳәеит,431,65.6
1415,ачымазаҩ,431,65.6
1416,иреиуоуп,431,65.6
1417,амцабз,431,65.6
1418,раасҭа,431,65.6
1419,дызҿыз,430,65.5
1420,џьанаҭ,430,65.5
1421,аԥсцәаҳа,430,65.5
1422,разан,429,65.3
1423,ҳамҭакы,429,65.3
1424,ддәықәлеит,429,65.3
1425,бадра,429,65.3
1426,ҳаџьы,429,65.3
1427,рҩыџьагьы,428,65.2
1428,ӡык,428,65.2
1429,еилыскааит,428,65.2
1430,ҭемраз,428,65.2
1431,ахшыҩ,427,65.0
1432,еиԥшҵәҟьа,427,65.0
1433,акыргьы,427,65.0
1434,имоу,426,64.9
1435,џьоук,426,64.9
1436,зқәу,426,64.9
1437,лхы-лҿы,425,64.7
1438,ароман,425,64.7
1439,баграт,425,64.7
1440,ацәгьара,424,64.6
1441,ҳаҟан,424,64.6
1442,уҳәар,424,64.6
1443,абнара,424,64.6
1444,ухала,424,64.6
1445,саҳаит,423,64.4
1446,иџьшьоуп,423,64.4
1447,инеиуаз,423,64.4
1448,унан,423,64.4
1449,ашәақәа,423,64.4
1450,ԥара,423,64.4
1451,лцәа,422,64.3
1452,дыԥшуан,421,64.1
1453,усҟак,421,64.1
1454,дахьыҟаз,421,64.1
1455,наунагӡа,420,64.0
1456,ԥсы,420,64.0
1457,умҳәан,420,64.0
1458,ҳамаӡам,420,64.0
1459,избаз,420,64.0
1460,акәны,420,64.0
1461,аԥсцәа,420,64.0
1462,инеиуеит,420,64.0
1463,дхынҳәит,420,64.0
1464,издыруан,419,63.8
1465,акласс,418,63.6
1466,сгылоуп,418,63.6
1467,ацәаҳәақәа,418,63.6
1468,ҳаԥхьаҟа,418,63.6
1469,ашәахәақәа,418,63.6
1470,сымч,418,63.6
1471,иахьыҟоу,418,63.6
1472,самсон,418,63.6
1473,нанду,417,63.5
1474,дарбану,417,63.5
1475,лыхцәы,416,63.3
1476,дцарц,416,63.3
1477,закәи,416,63.3
1478,аԥхьара,415,63.2
1479,дынхон,415,63.2
1480,мсыгәда,415,63.2
1481,ауан,414,63.0
1482,имацара,414,63.0
1483,аџьықәреи,414,63.0
1484,исымаз,414,63.0
1485,гәлиа,414,63.0
1486,даҽазны,413,62.9
1487,зкыз,413,62.9
1488,уажәоуп,413,62.9
1489,сцәа,413,62.9
1490,санду,413,62.9
1491,ахьымӡӷ,412,62.7
1492,ҳәарас,412,62.7
1493,руаӡәы,412,62.7
1494,рымч,412,62.7
1495,иаҳаит,411,62.6
1496,рыгәра,411,62.6
1497,злаз,411,62.6
1498,ибӷа,410,62.4
1499,уасҳәап,410,62.4
1500,сыман,410,62.4
1501,уаҳагьы,410,62.4
1502,шәарах,410,62.4
1503,быҭәба,410,62.4
1504,инапаҿы,409,62.3
1505,агаҿа,409,62.3
1506,ҳаӷацәа,409,62.3
1507,ахш,409,62.3
1508,инеины,408,62.1
1509,амарџьа,408,62.1
1510,иуа,408,62.1
1511,ршьапы,407,62.0
1512,цас,407,62.0
1513,уахгьы-ҽынгьы,407,62.0
1514,амшгьы,406,61.8
1515,еиӷьу,406,61.8
1516,уеизгьы-уеизгьы,406,61.8
1517,макьаназ,406,61.8
1518,аҽада,406,61.8
1519,ҳашҭа,405,61.7
1520,ахәылбыҽха,405,61.7
1521,усҟантәи,405,61.7
1522,сышҟа,405,61.7
1523,ҿымҭ,404,61.5
1524,иааиуеит,404,61.5
1525,уеиԥш,403,61.4
1526,иқәу,403,61.4
1527,саид,403,61.4
1528,аҳабла,403,61.4
1529,мадина,403,61.4
1530,иааганы,403,61.4
1531,лажәа,402,61.2
1532,иаауаз,401,61.1
1533,иарбану,401,61.1
1534,здыруада,401,61.1
1535,даналага,400,60.9
1536,ашәҟәыҩҩцәа,400,60.9
1537,аҭел,400,60.9
1538,еиқәа,400,60.9
1539,рҩызцәа,400,60.9
1540,ҵакы,399,60.8
1541,сыздырам,399,60.8
1542,гоит,399,60.8
1543,даҽаџьара,398,60.6
1544,изышьҭоу,398,60.6
1545,абыргцәа,398,60.6
1546,хыла,398,60.6
1547,мшы,398,60.6
1548,иазкны,398,60.6
1549,ашаха,398,60.6
1550,абжьас,398,60.6
1551,даҭикәа,397,60.5
1552,ҳусқәа,397,60.5
1553,ҷкәын,397,60.5
1554,ажәабжьқәа,397,60.5
1555,сыдгьыл,397,60.5
1556,усҟангьы,396,60.3
1557,ирацәаны,396,60.3
1558,ашәы,396,60.3
1559,диазҵааит,396,60.3
1560,диманы,396,60.3
1561,аамҭак,395,60.1
1562,ахәылԥаз,395,60.1
1563,избон,395,60.1
1564,ааины,394,60.0
1565,дырны,394,60.0
1566,саҳауеит,394,60.0
1567,ажә,394,60.0
1568,асҭана,394,60.0
1569,лаԥшыла,393,59.8
1570,миха,393,59.8
1571,сыԥсадгьыл,393,59.8
1572,убрахь,393,59.8
1573,ахаҵара,392,59.7
1574,ҳаит,391,59.5
1575,иибаз,391,59.5
1576,ир,391,59.5
1577,ҟазҵаз,391,59.5
1578,ахрақәа,391,59.5
1579,рыԥсҭазаара,390,59.4
1580,уаҩҵас,390,59.4
1581,аҳәа,390,59.4
1582,дҭахеит,390,59.4
1583,аԥшра,389,59.2
1584,лыԥҳа,389,59.2
1585,иҟазар,389,59.2
1586,сергеи,389,59.2
1587,захар,389,59.2
1588,уаԥхьа,388,59.1
1589,лхаҭа,388,59.1
1590,иааиуан,388,59.1
1591,дрыманы,388,59.1
1592,рыԥсадгьыл,388,59.1
1593,рашәа,388,59.1
1594,сыгәра,387,58.9
1595,аҵа,387,58.9
1596,аҩнуҵҟа,387,58.9
1597,сзыҳәан,387,58.9
1598,захьӡу,387,58.9
1599,дыҟаӡамызт,387,58.9
1600,иудыруеит,386,58.8
1601,акәхоит,386,58.8
1602,иҭаххеит,386,58.8
1603,заҵә,386,58.8
1604,даагылеит,385,58.6
1605,дахьыҟоу,385,58.6
1606,имам,385,58.6
1607,арра,385,58.6
1608,гьаргь,385,58.6
1609,ӡыкәыр,384,58.5
1610,аанкыланы,384,58.5
1611,рыгәҭа,384,58.5
1612,кан,383,58.3
1613,ашәқәа,383,58.3
1614,инаганы,383,58.3
1615,ааигәара,383,58.3
1616,збаз,383,58.3
1617,синаҭ,383,58.3
1618,уажәраанӡагьы,382,58.2
1619,аӡынра,382,58.2
1620,иашьҭоуп,382,58.2
1621,гәыԥҩык,382,58.2
1622,машьынак,382,58.2
1623,ҽынла,382,58.2
1624,дҟалеит,382,58.2
1625,исҭахым,382,58.2
1626,аҳы,382,58.2
1627,арантәи,381,58.0
1628,сааҭк,381,58.0
1629,ауардын,381,58.0
1630,есқьынгьы,381,58.0
1631,реиҳәеит,381,58.0
1632,убригь,381,58.0
1633,шьыбжьон,381,58.0
1634,дшааиуаз,380,57.9
1635,ихааӡа,380,57.9
1636,абжа,380,57.9
1637,зегьы-зегьы,380,57.9
1638,аибашьраҿы,379,57.7
1639,усс,379,57.7
1640,иаартны,379,57.7
1641,рымам,379,57.7
1642,шыҟалаз,379,57.7
1643,уажәтәи,379,57.7
1644,ибзиан,379,57.7
1645,ақәԥара,379,57.7
1646,ацәаҳәа,379,57.7
1647,аҿынтә,379,57.7
1648,иргеит,379,57.7
1649,аӡаӡа,379,57.7
1650,икит,378,57.6
1651,ажәылара,378,57.6
1652,абылра,378,57.6
1653,аныҟәара,378,57.6
1654,ацә,378,57.6
1655,зқәым,378,57.6
1656,анацәа,378,57.6
1657,амилициа,378,57.6
1658,анахь,377,57.4
1659,ҳтәқәа,377,57.4
1660,нациҵеит,377,57.4
1661,уанаџьалбеит,377,57.4
1662,аҳаирплан,377,57.4
1663,мчык,377,57.4
1664,иамуит,376,57.3
1665,иуит,376,57.3
1666,еи,376,57.3
1667,аказы,375,57.1
1668,апартизанцәа,375,57.1
1669,макьанагьы,375,57.1
1670,уҟоуп,375,57.1
1671,хԥа,375,57.1
1672,агәҭаны,375,57.1
1673,ажәала,374,56.9
1674,днеиуеит,374,56.9
1675,башоуп,374,56.9
1676,ахьшь,374,56.9
1677,ахықә,373,56.8
1678,амҿы,373,56.8
1679,сыԥҳа,373,56.8
1680,гон,373,56.8
1681,ахьышәҭҳәа,373,56.8
1682,кәыҵниа,373,56.8
1683,ашәарыцаҩ,372,56.6
1684,ашоура,372,56.6
1685,ажәақәак,372,56.6
1686,шьыжьы,372,56.6
1687,игәаӷьны,372,56.6
1688,иӡбеит,372,56.6
1689,агәгәаҳәа,371,56.5
1690,аҳәаа,371,56.5
1691,ҳаӷоу,371,56.5
1692,иазхоуп,371,56.5
1693,ҭаны,371,56.5
1694,аинрал,371,56.5
1695,ҭагалан,371,56.5
1696,реиҳабы,371,56.5
1697,ҳамҭас,370,56.3
1698,иҟазшьа,370,56.3
1699,аиха,370,56.3
1700,мҩашьо,370,56.3
1701,уадаҩуп,370,56.3
1702,дамеи,370,56.3
1703,иҩымҭақәа,369,56.2
1704,зҳәаз,369,56.2
1705,лзы,369,56.2
1706,далагоит,369,56.2
1707,даҽазнык,369,56.2
1708,амхы,369,56.2
1709,витиа,369,56.2
1710,заҵәы,368,56.0
1711,еицырдыруа,368,56.0
1712,ишааиуаз,368,56.0
1713,дыргеит,368,56.0
1714,ихәыцрақәа,367,55.9
1715,аныҳәа,367,55.9
1716,абан,367,55.9
1717,алықьса,367,55.9
1718,аламыс,366,55.7
1719,гылоуп,366,55.7
1720,ашәаԥыџьаԥ,366,55.7
1721,рыбжьқәа,366,55.7
1722,ҳааит,366,55.7
1723,дыԥшуа,365,55.6
1724,анс,365,55.6
1725,ахьгылаз,365,55.6
1726,маҷ-маҷ,365,55.6
1727,абырг,365,55.6
1728,бебиа,365,55.6
1729,кырӡа,365,55.6
1730,акәмызт,364,55.4
1731,лышҟа,364,55.4
1732,тата,364,55.4
1733,иаԥсам,364,55.4
1734,днеиҿаԥшит,364,55.4
1735,анылба,364,55.4
1736,еилкаауп,363,55.3
1737,аҵкьыс,363,55.3
1738,лԥа,363,55.3
1739,зуа,363,55.3
1740,аарлаҳәа,363,55.3
1741,збон,363,55.3
1742,дцаны,363,55.3
1743,амацәаз,363,55.3
1744,азааигәара,363,55.3
1745,шәарыцара,363,55.3
1746,хараӡа,362,55.1
1747,зуаз,362,55.1
1748,ҷыда,362,55.1
1749,жәаха,362,55.1
1750,иубоит,362,55.1
1751,ауам,361,55.0
1752,иаауа,361,55.0
1753,аччара,361,55.0
1754,мҳәаӡакәа,361,55.0
1755,ашәарах,360,54.8
1756,дныҩналеит,360,54.8
1757,ларҟәны,359,54.7
1758,шәоуп,359,54.7
1759,даҽак,359,54.7
1760,ампыл,359,54.7
1761,аханатә,359,54.7
1762,аамҭақәа,358,54.5
1763,дунеи,358,54.5
1764,ажьа,358,54.5
1765,уххь,358,54.5
1766,ахьтәы,358,54.5
1767,ленин,358,54.5
1768,рымамызт,358,54.5
1769,дауҭ,357,54.4
1770,ухаҭа,357,54.4
1771,аиҳараӡак,357,54.4
1772,акры,356,54.2
1773,иухьзеи,356,54.2
1774,ҩажәа,356,54.2
1775,дааҭгылан,356,54.2
1776,хынтә,356,54.2
1777,арҵаҩцәа,356,54.2
1778,иахьак,356,54.2
1779,иахьыҟаз,355,54.1
1780,асҵәҟьа,355,54.1
1781,ашәарҭа,355,54.1
1782,аруҭан,355,54.1
1783,бзиарак,355,54.1
1784,алагьы,355,54.1
1785,иабџьар,355,54.1
1786,здырхуада,355,54.1
1787,лакәзар,355,54.1
1788,ацәқәырԥа,355,54.1
1789,сызҿу,354,53.9
1790,ашьҭахьтәи,354,53.9
1791,ҭабуп,354,53.9
1792,машәыршәа,353,53.8
1793,сыҟамызт,353,53.8
1794,лажәақәа,353,53.8
1795,ҳаб,353,53.8
1796,лҩыза,353,53.8
1797,марица,353,53.8
1798,ауаагьы,352,53.6
1799,агәаанагара,352,53.6
1800,убжьы,351,53.4
1801,амҵәыжәҩақәа,351,53.4
1802,хьаа,351,53.4
1803,инхеит,351,53.4
1804,уанӡа,351,53.4
1805,сҭахӡам,351,53.4
1806,уҳәартә,350,53.3
1807,ҩашьомызт,350,53.3
1808,стәы,350,53.3
1809,бзиара,350,53.3
1810,убап,350,53.3
1811,иа,350,53.3
1812,аманы,350,53.3
1813,дцан,349,53.1
1814,зных,349,53.1
1815,икабинет,348,53.0
1816,олег,348,53.0
1817,гәыӷрак,348,53.0
1818,аби,348,53.0
1819,анырба,348,53.0
1820,уинахыс,347,52.8
1821,еиликааит,347,52.8
1822,аԥсҭазаараҿы,347,52.8
1823,акәара,347,52.8
1824,гәында,347,52.8
1825,алаба,346,52.7
1826,алым,346,52.7
1827,ҳҭахуп,346,52.7
1828,иабду,346,52.7
1829,иҟаҵаны,346,52.7
1830,шьоукгьы,346,52.7
1831,ҭырқәтәыла,346,52.7
1832,ауаҩра,345,52.5
1833,иаман,345,52.5
1834,иҟало,345,52.5
1835,аҿгьы,345,52.5
1836,иудыруазеи,345,52.5
1837,рҭыԥқәа,345,52.5
1838,захьӡыз,345,52.5
1839,диман,345,52.5
1840,аԥсырҭ,345,52.5
1841,ианын,344,52.4
1842,иамоузеи,344,52.4
1843,рҿаархеит,344,52.4
1844,хаала,344,52.4
1845,ҳамҩа,344,52.4
1846,ажәаԥҟа,344,52.4
1847,дахьнеиз,344,52.4
1848,арратә,344,52.4
1849,саԥхьаҟа,343,52.2
1850,аиарҭа,343,52.2
1851,амацәыс,343,52.2
1852,сгәанала,343,52.2
1853,абасгьы,343,52.2
1854,ииашаҵәҟьаны,343,52.2
1855,маҷӡак,342,52.1
1856,зеиԥш,342,52.1
1857,уажәы-уажә,342,52.1
1858,даауан,341,51.9
1859,еизаны,341,51.9
1860,саҿуп,341,51.9
1861,аҭара,341,51.9
1862,еиҳабы,340,51.8
1863,ишьамхы,340,51.8
1864,дхәыцуа,339,51.6
1865,қыҭак,339,51.6
1866,ҭырхаха,339,51.6
1867,днықәтәеит,339,51.6
1868,аџьныш,339,51.6
1869,шьарда,339,51.6
1870,аминистр,339,51.6
1871,асцена,339,51.6
1872,ҟалома,338,51.5
1873,ҟоҳ,338,51.5
1874,абӷа,338,51.5
