rank,wordform,count,per_million
1011,маи,59,104.2
1012,аинтерес,59,104.2
1013,ахьтәы,59,104.2
1014,мзазы,59,104.2
1015,афырхаҵа,59,104.2
1016,тираж,59,104.2
1017,уже,59,104.2
1018,ссылку,59,104.2
1019,апреля,59,104.2
1020,комитета,59,104.2
1021,лакрба,59,104.2
1022,черчилль,59,104.2
1023,томов,59,104.2
1024,амузыкатә,58,102.5
1025,рхаҭарнакцәа,58,102.5
1026,абаҟақәа,58,102.5
1027,жәаба,58,102.5
1028,владимир-иԥа,58,102.5
1029,ицоз,58,102.5
1030,ахәаԥшцәа,58,102.5
1031,хәмаррақәа,58,102.5
1032,которых,58,102.5
1033,зны,58,102.5
1034,иахьагьы,58,102.5
1035,ахҭыс,58,102.5
1036,некоторые,58,102.5
1037,заҵәык,58,102.5
1038,архаикатә,58,102.5
1039,нелли,58,102.5
1040,адиректор,58,102.5
1041,аконференциа,58,102.5
1042,ашықәсазы,58,102.5
1043,языки,58,102.5
1044,адиктатор,58,102.5
1045,аамҭаз,57,100.7
1046,инарзынаԥшуа,57,100.7
1047,ргәыԥ,57,100.7
1048,ашықәсан,57,100.7
1049,иҵара,57,100.7
1050,дҟалоит,57,100.7
1051,дук,57,100.7
1052,сухум,57,100.7
1053,уажәтәи,57,100.7
1054,алеқсандр,57,100.7
1055,апремиера,57,100.7
1056,екатерина,57,100.7
1057,иаҿагыланы,57,100.7
1058,лхаҵа,57,100.7
1059,асулҭан,57,100.7
1060,книг,57,100.7
1061,ақ,56,98.9
1062,аибашьратә,56,98.9
1063,иадҳәалоуп,56,98.9
1064,еиҭа,56,98.9
1065,астадион,56,98.9
1066,урыстәылеи,56,98.9
1067,ахьыԥшымра,56,98.9
1068,имаз,56,98.9
1069,необходимо,56,98.9
1070,иргыланы,56,98.9
1071,ашәҟәқәа,56,98.9
1072,иҭыԥ,56,98.9
1073,ианашьан,56,98.9
1074,олимпиадатә,56,98.9
1075,шаблоном,56,98.9
1076,укп,56,98.9
1077,является,56,98.9
1078,аокеан,56,98.9
1079,который,56,98.9
1080,дигеит,56,98.9
1081,иаԥҵоуп,56,98.9
1082,впервые,56,98.9
1083,частей,56,98.9
1084,ахаҵа,55,97.2
1085,хәыҷы,55,97.2
1086,англ,55,97.2
1087,астатус,55,97.2
1088,афатә,55,97.2
1089,ашьапылампыл,55,97.2
1090,аихамҩатә,55,97.2
1091,иатәу,55,97.2
1092,ажәла,55,97.2
1093,иааз,55,97.2
1094,дмитри,55,97.2
1095,апроцесс,55,97.2
1096,иалахәын,55,97.2
1097,абџьар,55,97.2
1098,аамҭак,55,97.2
1099,дцеит,55,97.2
1100,ишьақәгылоуп,55,97.2
1101,педагогтә,55,97.2
1102,иаанхеит,55,97.2
1103,ааха,55,97.2
1104,иадырхәоит,55,97.2
1105,россии,55,97.2
1106,амассатә,55,97.2
1107,мариа,55,97.2
1108,значения,55,97.2
1109,через,55,97.2
1110,рыҿиара,55,97.2
1111,зны-зынла,55,97.2
1112,афранцызцәа,55,97.2
1113,несколько,55,97.2
1114,аиадертә,55,97.2
1115,содержания,55,97.2
1116,дебс,55,97.2
1117,ашаблонқәа,55,97.2
1118,фба,54,95.4
1119,аҩыза,54,95.4
1120,аиҭашьақәыргылара,54,95.4
1121,дареи,54,95.4
1122,афонд,54,95.4
1123,шықәс,54,95.4
1124,аира,54,95.4
1125,ахаҭа,54,95.4
1126,икьыԥхьын,54,95.4
1127,абра,54,95.4
1128,идуу,54,95.4
1129,шықәсазтәи,54,95.4
1130,аԥсабаратә,54,95.4
1131,ашәарҭара,54,95.4
1132,иазкыз,54,95.4
1133,аҭагылазаашьақәа,54,95.4
1134,украина,54,95.4
1135,планируется,54,95.4
1136,лист,54,95.4
1137,мҩаԥысит,54,95.4
1138,ҟазара,54,95.4
1139,марк,54,95.4
1140,мырзаҟан,54,95.4
1141,столбцы,54,95.4
1142,афон,53,93.6
1143,ыҟам,53,93.6
1144,ш-зы,53,93.6
1145,иалагӡаны,53,93.6
1146,премиа,53,93.6
1147,иаҳҳәозар,53,93.6
1148,проекта,53,93.6
1149,источник,53,93.6
1150,лакәын,53,93.6
1151,иакәзар,53,93.6
1152,токио,53,93.6
1153,ихьӡала,53,93.6
1154,адинхаҵаратә,53,93.6
1155,бы,53,93.6
1156,аиқәышаҳаҭра,53,93.6
1157,метка,53,93.6
1158,указать,53,93.6
1159,мшаԥы,53,93.6
1160,линии,53,93.6
1161,атермин,53,93.6
1162,знание,53,93.6
1163,макрон,53,93.6
1164,неру,53,93.6
1165,шәарах,53,93.6
1166,томах,53,93.6
1167,қьалышь-беи,53,93.6
1168,аҭыԥан,52,91.9
1169,хыхь,52,91.9
1170,зыхҟьаз,52,91.9
1171,аҟазаара,52,91.9
1172,аҭҵаара,52,91.9
1173,ҷыда,52,91.9
1174,беигәаа,52,91.9
1175,реизга,52,91.9
1176,шьынқәба,52,91.9
1177,урыс,52,91.9
1178,вопросы,52,91.9
1179,ихьыԥшым,52,91.9
1180,санкт-петербург,52,91.9
1181,ҭамара,52,91.9
1182,аилкаара,52,91.9
1183,ақәԥара,52,91.9
1184,аидгыла,52,91.9
1185,сделать,52,91.9
1186,перед,52,91.9
1187,команда,52,91.9
1188,уаанӡатәи,52,91.9
1189,данного,52,91.9
1190,атитул,52,91.9
1191,мандела,52,91.9
1192,фидель,52,91.9
1193,акоррупциа,52,91.9
1194,аслан-беи,52,91.9
1195,акультуреи,51,90.1
1196,аурысцәа,51,90.1
1197,шәҟәы,51,90.1
1198,иарбоуп,51,90.1
1199,зуа,51,90.1
1200,нызқь,51,90.1
1201,ахкы,51,90.1
1202,иҟалоит,51,90.1
1203,иҭаацәа,51,90.1
1204,иамаз,51,90.1
1205,хьӡыс,51,90.1
1206,ишәҟәы,51,90.1
1207,аҭҵааҩцәа,51,90.1
1208,ҿырԥштәыс,51,90.1
1209,иаанагоит,51,90.1
1210,жәа,51,90.1
1211,правила,51,90.1
1212,цвет,51,90.1
1213,был,51,90.1
1214,млн,51,90.1
1215,аилыркаа,51,90.1
1216,инарҭбааны,51,90.1
1217,бызшәаҿы,51,90.1
1218,аштат,51,90.1
1219,џь,51,90.1
1220,китаи,51,90.1
1221,частях,51,90.1
1222,указали,51,90.1
1223,амлакра,51,90.1
1224,аҭаацәа,51,90.1
1225,голль,51,90.1
1226,выпуски,51,90.1
1227,авикингцәа,51,90.1
1228,книгах,51,90.1
1229,столбец,51,90.1
1230,ан,50,88.3
1231,аҳауа,50,88.3
1232,ишьҭоуп,50,88.3
1233,астанциа,50,88.3
1234,рымҩаԥгара,50,88.3
1235,валери,50,88.3
1236,афинанстә,50,88.3
1237,дунеи,50,88.3
1238,анаҩсгьы,50,88.3
1239,аӡиа,50,88.3
1240,аҩаӡара,50,88.3
1241,хҩык,50,88.3
1242,рнаҩс,50,88.3
1243,аханатә,50,88.3
1244,нельсон,50,88.3
1245,австриа,50,88.3
1246,либо,50,88.3
1247,шь,50,88.3
1248,ԥачалиа,50,88.3
1249,бродски,50,88.3
1250,выпусках,50,88.3
1251,выпусков,50,88.3
1252,столбцов,50,88.3
1253,листов,50,88.3
1254,листы,50,88.3
1255,ӡиӡариа,49,86.6
1256,саит,49,86.6
1257,аибашьраан,49,86.6
1258,аԥстәқәа,49,86.6
1259,франциатәи,49,86.6
1260,адин,49,86.6
1261,далхын,49,86.6
1262,рҭагылазаашьа,49,86.6
1263,аекономика,49,86.6
1264,маҷк,49,86.6
1265,амаӡаныҟәгаҩ,49,86.6
1266,аплан,49,86.6
1267,статус,49,86.6
1268,рацәоуп,49,86.6
1269,еиҳагьы,49,86.6
1270,амузеи,49,86.6
1271,зыԥсы,49,86.6
1272,аҵарадырра,49,86.6
1273,аӡәгьы,49,86.6
1274,иалху,49,86.6
1275,иарбанзаалак,49,86.6
1276,аԥшьбатәи,49,86.6
1277,изышьҭаз,49,86.6
1278,иалхны,49,86.6
1279,официалла,49,86.6
1280,хәба,49,86.6
1281,иашьҭоуп,49,86.6
1282,анапы,49,86.6
1283,дональд,49,86.6
1284,дополнительные,49,86.6
1285,ҳәынҭқаррақәа,49,86.6
1286,аҟәырӷ,49,86.6
1287,обычно,49,86.6
1288,аиндекс,49,86.6
1289,миха,49,86.6
1290,саватәи,49,86.6
1291,алада,48,84.8
1292,ақырҭцәа,48,84.8
1293,ҳәынҭқарратә,48,84.8
1294,ӷәӷәала,48,84.8
1295,гал,48,84.8
1296,бзыԥ,48,84.8
1297,зы,48,84.8
1298,ахантәаҩыс,48,84.8
1299,аҳәара,48,84.8
1300,акыраамҭа,48,84.8
1301,рхеилак,48,84.8
1302,аҭҵаарадыррақәа,48,84.8
1303,абжьарашәышықәсақәа,48,84.8
1304,аусзуҩцәа,48,84.8
1305,мрагылара,48,84.8
1306,ван,48,84.8
1307,абхазия,48,84.8
1308,ақәҵара,48,84.8
1309,рнапаҿы,48,84.8
1310,политика,48,84.8
1311,атеатртә,48,84.8
1312,асахьаркыратә,48,84.8
1313,апроблема,48,84.8
1314,елена,48,84.8
1315,января,48,84.8
1316,было,48,84.8
1317,мире,48,84.8
1318,ацәырҵра,48,84.8
1319,игылоуп,48,84.8
1320,акралра,48,84.8
1321,работы,48,84.8
1322,русской,48,84.8
1323,кинг,48,84.8
1324,иаанханы,48,84.8
1325,антикатә,48,84.8
1326,иарбанқәоу,48,84.8
1327,аамҭахҵәаха,48,84.8
1328,урартутәи,48,84.8
1329,инхоит,47,83.0
1330,ахацәа,47,83.0
1331,аетникатә,47,83.0
1332,алагамҭа,47,83.0
1333,ақалақьтә,47,83.0
1334,иаанхаз,47,83.0
1335,ашьақәгылара,47,83.0
1336,аҵиаа,47,83.0
1337,нхара,47,83.0
1338,изныкымкәа,47,83.0
1339,ахатә,47,83.0
1340,рҿаԥхьа,47,83.0
1341,ада,47,83.0
1342,цқьа,47,83.0
1343,ажәеинраалақәа,47,83.0
1344,шьалуа,47,83.0
1345,адҵа,47,83.0
1346,акоуп,47,83.0
1347,швециа,47,83.0
1348,амуниципалитет,47,83.0
1349,абасала,47,83.0
1350,козлов,47,83.0
1351,коӷониа,47,83.0
1352,кәыҵниа,47,83.0
1353,сахаров,47,83.0
1354,ажәабжьқәа,47,83.0
1355,иреиӷьу,47,83.0
1356,ргәаанагарала,47,83.0
1357,аԥшаҳәаҿы,47,83.0
1358,мая,47,83.0
1359,атом,47,83.0
1360,аԥҵаразы,47,83.0
1361,абжьы,47,83.0
1362,игәаанагарала,47,83.0
1363,атеориа,47,83.0
1364,асистема,47,83.0
1365,число,47,83.0
1366,аканцлер,47,83.0
1367,африкатәи,47,83.0
1368,указания,47,83.0
1369,афронт,47,83.0
1370,гыртәыла,47,83.0
1371,лыхны,46,81.3
1372,қалақь,46,81.3
1373,академиа,46,81.3
1374,иҟаҵоу,46,81.3
1375,инадыркны,46,81.3
1376,ирымоуп,46,81.3
1377,дцоит,46,81.3
1378,иҩны,46,81.3
1379,ахаҭарнакцәа,46,81.3
1380,иԥсы,46,81.3
1381,ирыман,46,81.3
1382,џьон,46,81.3
1383,акритика,46,81.3
1384,ахшара,46,81.3
1385,ирыбзоураны,46,81.3
1386,аԥхьатәи,46,81.3
1387,иҟаҵаны,46,81.3
1388,ауаҩытәыҩса,46,81.3
1389,ихаан,46,81.3
1390,рминистр,46,81.3
1391,аартра,46,81.3
1392,ртәы,46,81.3
1393,участника,46,81.3
1394,роуит,46,81.3
1395,лаб,46,81.3
1396,асиужет,46,81.3
1397,аҭахӡам,46,81.3
1398,ахәыҷы,46,81.3
1399,аартын,46,81.3
1400,хәыҷқәа,46,81.3
1401,внимание,46,81.3
1402,ассамблеиа,46,81.3
1403,австралиа,46,81.3
1404,папа,46,81.3
1405,иоанн,46,81.3
1406,саргон,46,81.3
1407,аӷарра,46,81.3
1408,азхьарԥш,46,81.3
1409,большои,46,81.3
1410,политковскаиа,46,81.3
1411,агәҭаны,45,79.5
1412,абырзен,45,79.5
1413,аҳәаа,45,79.5
1414,рыр,45,79.5
1415,аформақәа,45,79.5
1416,усқәа,45,79.5
1417,ирласны,45,79.5
1418,где,45,79.5
1419,иҭахын,45,79.5
1420,лыхнытәи,45,79.5
1421,арегионқәа,45,79.5
1422,алахәыла,45,79.5
1423,қәыԥш,45,79.5
1424,аҳәамҭа,45,79.5
1425,аспектакльқәа,45,79.5
1426,аконсул,45,79.5
1427,февраля,45,79.5
1428,еилкаам,45,79.5
1429,китаитәи,45,79.5
1430,ноября,45,79.5
1431,израиль,45,79.5
1432,чем,45,79.5
1433,шарль,45,79.5
1434,адҩылақәа,45,79.5
1435,кандидатов,45,79.5
1436,иаагозар,45,79.5
1437,иажәхьоу,45,79.5
1438,урарту,45,79.5
1439,лорка,45,79.5
1440,аԥа,44,77.7
1441,џьгьарда,44,77.7
1442,қарҭтәи,44,77.7
1443,уасил-иԥа,44,77.7
1444,иадҳәалаз,44,77.7
1445,история,44,77.7
1446,атәым,44,77.7
1447,раҟара,44,77.7
1448,ҟарҵеит,44,77.7
1449,ианалага,44,77.7
1450,усурақәа,44,77.7
1451,ишьақәгылаз,44,77.7
1452,рынагӡара,44,77.7
1453,далагоит,44,77.7
1454,ермантәыла,44,77.7
1455,правок,44,77.7
1456,андрей,44,77.7
1457,нестор,44,77.7
1458,аԥхынтәи,44,77.7
1459,описание,44,77.7
1460,иаԥиҵеит,44,77.7
1461,ленин,44,77.7
1462,драндатәи,44,77.7
1463,издательство,44,77.7
1464,октября,44,77.7
1465,апроблемақәа,44,77.7
1466,бӷажәба,44,77.7
1467,просто,44,77.7
1468,апрограмма,44,77.7
1469,членов,44,77.7
1470,армиа,44,77.7
1471,салуман,44,77.7
1472,ҭраԥшь,44,77.7
1473,аҵла,43,76.0
1474,аб,43,76.0
1475,иргылаз,43,76.0
1476,аганқәа,43,76.0
1477,аҿар,43,76.0
1478,аҿаԥхьа,43,76.0
1479,ахьыҟоу,43,76.0
1480,арабтә,43,76.0
1481,константин-иԥа,43,76.0
1482,қәҿиарала,43,76.0
1483,алахәылацәа,43,76.0
1484,хылаԥшра,43,76.0
1485,иналукааша,43,76.0
1486,иусумҭақәа,43,76.0
1487,иҭыҵыз,43,76.0
1488,изку,43,76.0
1489,политик,43,76.0
1490,языков,43,76.0
1491,польша,43,76.0
1492,иҳәоит,43,76.0
1493,ахәы,43,76.0
1494,зуаз,43,76.0
1495,источники,43,76.0
1496,амаҭәар,43,76.0
1497,должно,43,76.0
1498,иҳараку,43,76.0
1499,азҿлымҳара,43,76.0
1500,дата,43,76.0
1501,место,43,76.0
1502,фото,43,76.0
1503,станции,43,76.0
1504,ирыдыркылеит,43,76.0
1505,наиболее,43,76.0
1506,всего,43,76.0
1507,акатегориақәа,43,76.0
1508,аӷба,43,76.0
1509,второй,43,76.0
1510,виетнам,43,76.0
1511,гьерзмааԥҳа,43,76.0
1512,аерманцәа,42,74.2
1513,реилазаара,42,74.2
1514,хара,42,74.2
1515,еилазаара,42,74.2
1516,иҵ,42,74.2
1517,дхынҳәит,42,74.2
1518,мчқәа,42,74.2
1519,аԥсы,42,74.2
1520,исахьа,42,74.2
1521,рауль,42,74.2
1522,азын,42,74.2
1523,зҽаԥсазтәыз,42,74.2
1524,инапхгарала,42,74.2
1525,цхыраара,42,74.2
1526,павел,42,74.2
1527,иԥхьаӡан,42,74.2
1528,рхатә,42,74.2
1529,хымԥада,42,74.2
1530,аҭырқәа,42,74.2
1531,шәышықәса,42,74.2
1532,ашьақәыргылара,42,74.2
1533,зну,42,74.2
1534,залшом,42,74.2
1535,амал,42,74.2
1536,акәша-мыкәша,42,74.2
1537,хазы,42,74.2
1538,иаҵанакуаз,42,74.2
1539,хә,42,74.2
1540,астатиа,42,74.2
1541,период,42,74.2
1542,ли,42,74.2
1543,аконфликт,42,74.2
1544,лиза,42,74.2
1545,ииасит,42,74.2
1546,такие,42,74.2
1547,ниже,42,74.2
1548,ширина,42,74.2
1549,диалект,42,74.2
1550,бразилиа,42,74.2
1551,шаблоне,42,74.2
1552,другой,42,74.2
1553,ҽаанбзиала,42,74.2
1554,ахышәарақәа,42,74.2
1555,викиданных,42,74.2
1556,ҳасан-беи,42,74.2
1557,варӡиа,42,74.2
1558,гагратәи,41,72.4
1559,аԥшаҳәа,41,72.4
1560,рыҟнытә,41,72.4
1561,анхара,41,72.4
1562,еиҿкаан,41,72.4
1563,иажәақәа,41,72.4
1564,ӷәада,41,72.4
1565,аусумҭақәа,41,72.4
1566,знапы,41,72.4
1567,араб,41,72.4
1568,аҳҭынра,41,72.4
1569,ииҩыз,41,72.4
1570,рацәак,41,72.4
1571,тем,41,72.4
1572,первого,41,72.4
1573,ихадароу,41,72.4
1574,атәылауаа,41,72.4
1575,ахырхарҭа,41,72.4
1576,азербаиџьан,41,72.4
1577,ааба,41,72.4
1578,иуа,41,72.4
1579,смыр,41,72.4
1580,диман,41,72.4
1581,ихьшәоу,41,72.4
1582,ицәырҵуеит,41,72.4
1583,аргыларақәа,41,72.4
1584,системы,41,72.4
1585,была,41,72.4
1586,первая,41,72.4
1587,ахәҭак,41,72.4
1588,лыԥсҭазаара,41,72.4
1589,информации,41,72.4
1590,аҟара,41,72.4
1591,аарԥшра,41,72.4
1592,бонапарт,41,72.4
1593,данԥсы,41,72.4
1594,аҭҵаарадырра,41,72.4
1595,раздел,41,72.4
1596,против,41,72.4
1597,анцәахәы,41,72.4
1598,еиҳа-еиҳа,41,72.4
1599,миурдаль,41,72.4
1600,иԥшқоу,41,72.4
1601,мира,40,70.7
1602,владислав,40,70.7
1603,сергеи-иԥа,40,70.7
1604,аҳәаанырцәтәи,40,70.7
1605,нахыс,40,70.7
1606,ҩынтә,40,70.7
1607,азакәанқәа,40,70.7
1608,ирызкны,40,70.7
1609,ирҿагыланы,40,70.7
1610,ҭоурых,40,70.7
1611,избан,40,70.7
1612,уигьы,40,70.7
1613,иаԥиҵаз,40,70.7
1614,иҩуеит,40,70.7
1615,ацентр,40,70.7
1616,симон,40,70.7
1617,иалоу,40,70.7
1618,рхархәара,40,70.7
1619,информация,40,70.7
1620,аӡҩыбжьа,40,70.7
1621,ахыжәжәарақәа,40,70.7
1622,руакы,40,70.7
1623,права,40,70.7
1624,форма,40,70.7
1625,ҧхынҷкәын,40,70.7
1626,зауз,40,70.7
1627,позволяет,40,70.7
1628,больше,40,70.7
1629,должна,40,70.7
1630,были,40,70.7
1631,кореиа,40,70.7
1632,асахьаҭыхҩы,40,70.7
1633,ни,40,70.7
1634,ла,40,70.7
1635,қырҭтәыл,40,70.7
1636,однако,40,70.7
1637,иаиуит,40,70.7
1638,качестве,40,70.7
1639,кода,40,70.7
1640,статьях,40,70.7
1641,феодоси,40,70.7
1642,совета,40,70.7
1643,фанон,40,70.7
1644,абаза,39,68.9
1645,амца,39,68.9
1646,драматә,39,68.9
1647,музеи,39,68.9
1648,руан,39,68.9
1649,реиҳараҩык,39,68.9
1650,иҵегьы,39,68.9
1651,лассы-ласс,39,68.9
1652,аԥсышәала,39,68.9
1653,геннади,39,68.9
1654,ажәабжь,39,68.9
1655,иааит,39,68.9
1656,ихаҭыԥан,39,68.9
1657,иҭахеит,39,68.9
1658,хьыбла,39,68.9
1659,иалахәыз,39,68.9
1660,астатиақәа,39,68.9
1661,иархәаны,39,68.9
1662,иахьазы,39,68.9
1663,ҟанаҵеит,39,68.9
1664,зхыҵуаз,39,68.9
1665,ишыҟаз,39,68.9
1666,ҩаԥхьа,39,68.9
1667,имаҷу,39,68.9
1668,изинқәа,39,68.9
1669,аҭакԥхықәра,39,68.9
1670,русура,39,68.9
1671,амзызқәа,39,68.9
1672,ахьӡала,39,68.9
1673,ишиашоу,39,68.9
1674,мықә,39,68.9
1675,асоциалисттә,39,68.9
1676,аршба,39,68.9
1677,ажьырныҳәа,39,68.9
1678,там,39,68.9
1679,абхазской,39,68.9
1680,рҭаацәара,39,68.9
1681,ҭарԥҳа,39,68.9
1682,ацҳа,39,68.9
1683,русском,39,68.9
1684,августа,39,68.9
1685,азбжазы,39,68.9
1686,ҭҵаарадыррақәа,39,68.9
1687,авторцәа,39,68.9
1688,иаса,39,68.9
1689,абжьаҟазаратә,39,68.9
1690,мона,39,68.9
1691,аҩыра,39,68.9
1692,амаҭәарқәа,39,68.9
1693,всем,39,68.9
1694,аруаа,39,68.9
1695,шәахәаԥш,39,68.9
1696,адгьылбжьахатә,39,68.9
1697,ҭахеит,39,68.9
1698,ромео,39,68.9
1699,абалет,39,68.9
1700,альва,39,68.9
1701,афундаментализм,39,68.9
1702,аҩада,38,67.1
1703,архитектуратә,38,67.1
1704,аиашахаҵаратә,38,67.1
1705,ахәыҷтәы,38,67.1
1706,поет,38,67.1
1707,иаартын,38,67.1
1708,аманы,38,67.1
1709,қырҭтәылеи,38,67.1
1710,инаӡоит,38,67.1
1711,ирымоу,38,67.1
1712,даныҟаз,38,67.1
1713,миллион,38,67.1
1714,выборах,38,67.1
1715,иаҳасаб,38,67.1
1716,абзиабара,38,67.1
1717,ҳәоуп,38,67.1
1718,убасҟан,38,67.1
1719,константинополь,38,67.1
1720,шьақәгылоуп,38,67.1
1721,ахақәиҭра,38,67.1
1722,ҟамҵакәа,38,67.1
1723,аепископ,38,67.1
1724,аизара,38,67.1
1725,ԥхынҷкәын,38,67.1
1726,ԥҳәыс,38,67.1
1727,аредактор,38,67.1
1728,жәлартә,38,67.1
1729,маҷ,38,67.1
1730,зыӡбахә,38,67.1
1731,имчра,38,67.1
1732,она,38,67.1
1733,два,38,67.1
1734,редактирования,38,67.1
1735,аизыҟазаашьақәа,38,67.1
1736,рыхәҭак,38,67.1
1737,ҿы,38,67.1
1738,месопотамиа,38,67.1
1739,источников,38,67.1
1740,ҭагалан,38,67.1
1741,имеет,38,67.1
1742,возможность,38,67.1
1743,выше,38,67.1
1744,указан,38,67.1
1745,аҩналарҭа,38,67.1
1746,агәҭантәи,38,67.1
1747,уинстон,38,67.1
1748,авикидыррақәа,38,67.1
1749,кәасҭа,38,67.1
1750,адиа,37,65.4
1751,анхарҭа,37,65.4
1752,ақәа,37,65.4
1753,ақыҭақәа,37,65.4
1754,мҩаԥысуеит,37,65.4
1755,сталин,37,65.4
1756,амрагыларатәи,37,65.4
1757,шкәакәа,37,65.4
1758,мҩаԥысуан,37,65.4
1759,аиҳара,37,65.4
1760,заа,37,65.4
1761,аусԥҟа,37,65.4
1762,апериод,37,65.4
1763,аҭак,37,65.4
1764,леонид,37,65.4
1765,ахьчара,37,65.4
1766,иалхыз,37,65.4
1767,игеит,37,65.4
1768,амилаҭ,37,65.4
1769,имҩаԥысуеит,37,65.4
1770,ҳәарада,37,65.4
1771,аорден,37,65.4
1772,актиор,37,65.4
1773,амшынтә,37,65.4
1774,анхацәа,37,65.4
1775,лашәриа,37,65.4
1776,иарбоу,37,65.4
1777,еиҿкаарақәа,37,65.4
1778,ҭарба,37,65.4
1779,жәба,37,65.4
1780,ҩажәа,37,65.4
1781,илья,37,65.4
1782,ҷкадуа,37,65.4
1783,ахаҭыԥуаҩ,37,65.4
1784,аӡбамҭа,37,65.4
1785,первое,37,65.4
1786,один,37,65.4
1787,зыхә,37,65.4
1788,примечания,37,65.4
1789,лет,37,65.4
1790,ицон,37,65.4
1791,аԥҟаԥҵәа,37,65.4
1792,флоренциа,37,65.4
1793,иапониатәи,37,65.4
1794,первым,37,65.4
1795,елизавета,37,65.4
1796,даже,37,65.4
1797,автоматически,37,65.4
1798,иаго,37,65.4
1799,течение,37,65.4
1800,переведено,37,65.4
1801,стив,37,65.4
1802,обсе,37,65.4
1803,беҳиџье,37,65.4
1804,абна,36,63.6
1805,анагӡара,36,63.6
1806,руеит,36,63.6
1807,игоу,36,63.6
1808,иаарту,36,63.6
1809,ицеит,36,63.6
1810,хкы,36,63.6
1811,агәыҳалалратә,36,63.6
1812,григори-иԥа,36,63.6
1813,кәыдры,36,63.6
1814,еиҳабыс,36,63.6
1815,ашколқәа,36,63.6
1816,ачымазара,36,63.6
1817,амшқәа,36,63.6
1818,зҵоу,36,63.6
1819,измоу,36,63.6
1820,жәар,36,63.6
1821,апровинциа,36,63.6
1822,аԥҵан,36,63.6
1823,иаҵанакуан,36,63.6
1824,хадара,36,63.6
1825,ахьчаразы,36,63.6
1826,тамшь,36,63.6
1827,аокруг,36,63.6
1828,арегионалтә,36,63.6
1829,драконов,36,63.6
1830,никәала,36,63.6
1831,аӡбахә,36,63.6
1832,аҵыхәтәан,36,63.6
1833,алагара,36,63.6
1834,аҭҵаарақәа,36,63.6
1835,иргылеит,36,63.6
1836,лассы,36,63.6
1837,подробнее,36,63.6
1838,ииашаны,36,63.6
1839,азг,36,63.6
1840,аҭақ,36,63.6
1841,группа,36,63.6
1842,ақәҿиара,36,63.6
1843,иалоуп,36,63.6
1844,иҩыза,36,63.6
1845,уажәраанӡагьы,36,63.6
1846,аҭӡы,36,63.6
1847,аибашьраҿы,36,63.6
1848,ахаҵара,36,63.6
1849,индиатәи,36,63.6
1850,океаниа,36,63.6
1851,днеит,36,63.6
1852,рышҟа,36,63.6
1853,дездемона,36,63.6
1854,маӡала,36,63.6
1855,адаҟьақәа,36,63.6
1856,иметь,36,63.6
1857,акарточка,36,63.6
1858,алахәцәа,36,63.6
1859,акризис,36,63.6
1860,ақәра,36,63.6
1861,даиҭеит,36,63.6
1862,абольшевикцәа,36,63.6
1863,гарсиа,36,63.6
1864,даст,36,63.6
1865,хыҵхырҭақәа,35,61.8
1866,аԥсар,35,61.8
1867,аҵанакы,35,61.8
1868,ааннакылоит,35,61.8
1869,аҳаԥы,35,61.8
1870,путин,35,61.8
1871,иусура,35,61.8
1872,рус,35,61.8
1873,аҳаҭыр,35,61.8
1874,аит,35,61.8
1875,списка,35,61.8
1876,иусумҭа,35,61.8
1877,злаз,35,61.8
1878,аахыс,35,61.8
1879,алықьса,35,61.8
1880,аԥсуаҭҵааратә,35,61.8
1881,иашьҭан,35,61.8
1882,аҩра,35,61.8
1883,аҵак,35,61.8
1884,аполитикатәи,35,61.8
1885,аминистр,35,61.8
1886,роман,35,61.8
1887,измаз,35,61.8
1888,академик,35,61.8
1889,аԥҟарақәа,35,61.8
1890,ирландиа,35,61.8
1891,иван-иԥа,35,61.8
1892,ахаҭарнак,35,61.8
1893,ажурналист,35,61.8
1894,ажанр,35,61.8
1895,человек,35,61.8
1896,аидеиа,35,61.8
1897,иқәыргылан,35,61.8
1898,аԥыжәара,35,61.8
1899,давид,35,61.8
1900,ирыԥхьаӡоит,35,61.8
1901,языках,35,61.8
1902,ҳәоу,35,61.8
1903,шә,35,61.8
1904,алхырҭа,35,61.8
1905,реизыҟазаашьақәа,35,61.8
1906,русский,35,61.8
1907,иҩит,35,61.8
1908,абзоурала,35,61.8
1909,ҭынч,35,61.8
1910,атрадициақәа,35,61.8
1911,алжир,35,61.8
1912,размер,35,61.8
1913,внутри,35,61.8
1914,нтә,35,61.8
1915,бельгиа,35,61.8
1916,босниеи,35,61.8
1917,войны,35,61.8
1918,швеицариа,35,61.8
1919,аграф,35,61.8
1920,звиад,35,61.8
1921,ироль,35,61.8
1922,комментарии,35,61.8
1923,времени,35,61.8
1924,оно,35,61.8
1925,алҵшәақәа,35,61.8
1926,мысратәи,35,61.8
1927,адгылаҩцәа,35,61.8
1928,аиҭакрақәа,35,61.8
1929,имҩаԥысуан,35,61.8
1930,ашәаҳәаҩ,35,61.8
1931,даты,35,61.8
1932,апрезиденттә,35,61.8
1933,рамп,35,61.8
1934,аԥхын,34,60.1
1935,иаанаго,34,60.1
1936,еиқәханы,34,60.1
1937,дуи,34,60.1
1938,инамаданы,34,60.1
1939,асолдаҭцәа,34,60.1
1940,имаҵура,34,60.1
1941,ихатәы,34,60.1
1942,аимадара,34,60.1
1943,аиура,34,60.1
1944,репос,34,60.1
